id,hello,intro1,qskip1,rwdirusa,rwdiril,rwdirlocal,qlife,qskip2,cf_prohib_co,recall,cf_lim_leader,ch_lim_inkind,cf_lim_fedmatch,cf_comment,term_leader,cf_public,qskip3,redist_hat,redist_neutral,redist_comment,referend,qskip4,app_pres_oba,app_gov_quin,app_ilag_mad,app_Ilsminl_rad,app_iltres_gian,app_ilhminl_cro,app_ilspres_cul,app_ilhspk_mad,app_sen_durb,app_sen_bur,app_ilcomp_hyn,tax_fed_val,tax_il_val,tax_local_val,tax_fairshr,qskip5,qual_air,qual_infra,qual_cops,qual_K12,econ_local,qual_parks,budgq_grp1,budgq_grp2,budgq_grp3,deficit_grp1,deficit_grp2,deficit_comment,deficit_grp3,qskip6,cuts_K12,cuts_he,cuts_he_comments,cuts_cops,cuts_parks,cuts_poor,cuts_dis,cuts_disable_comment,pen_cuts,qskip7,tax_inc_temp,tax_sales,tax_services,gamble_exp,sell_il_asset,sell_il_asset_comment,prim10_vote,prim10_party,primgov_grp1,primgov_grp2,qskip8,primgov_grp3,primgov_grp4,primgov_grp5,primgov_grp6,primgov_grp7,primgov_grp8,qskip9,abort_leg,lgcoup.grp1,lg_coup_rts_comments,lgcoup.grp2,lgcoup.grp3,qskip10,hc_fed_resp,hc_fed_resp_comment,gender,education,party_aff1,party_str,party_indystr,hc_haveins,hc_pub,hc_empr,hc_indy,hc_other,hc_dknr,hc_cobra,hc_union,hc_supins,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,born_again_comment,zip,birth_yr,rac_eth1,hhinc1,thank,gender2,thank2,date,time,area,age,add_comments,fix_deficit_il,prim10_gov_dem,prim10_gov_rep,lg_rights,party_aff2,party_aff3,party_strength,party_aff11,party_indy,Generation,hhinc,party_aff,rac_eth
551,1,1,1,3,3,1,3,1,4,1,3,3,2, ,1,2,1,4,2, ,2,1,1,2,1,9,2,2,9,2,1,4,2,3,2,3,2,1,2,2,2,3,3,2,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,2,1,2,9,2,2,1, ,1,1, ,9, , , , , , , ,1,2, , ,2, ,1,1, ,2,6,2,2, ,1,1,0,1,0,0,0,0,0,3,1, ,14, , , , , , ,1, , , , ,2, ,60620,41,2,4,0,1, ,20091001,174632,1,51, ,2,9, ,2,5,3,5,7,11,1,2,2,2
552,1,1,1,1,2,2,5,1,1,1,2,3,2, ,2,3,1,2,2, ,2,1,1,3,9,9,9,9,9,9,2,2,2,3,4,4,2,1,2,3,2,3,5,2, , ,1, , , ,2,1,2,2, ,2,1,2,2, ,2,1,3,2,1,1,9, ,1,1, ,9, , , , , , , ,1,2, , ,2, ,1,1, ,2,2,2,2, ,1,1,0,1,0,0,0,0,0,4, ,1,12, , , , , , , , , , , ,3, ,61423,48,1,4,0,1, ,20091001,174936,3,61, ,2,9, ,2,5,3,5,7,11,2,2,2,1
553,1,1,1,2,2,1,2,1,2,2,3,3,3, ,2,2,1,2,2, ,2,1,2,2,1,1,1,9,2,2,1,4,1,3,3,3,2,1,2,2,1,2,2,2,1, , ,2, , , ,1,2,1, ,2,2,2,2, ,1,1,2,2,1,2,2, ,1,1, ,2, , , , , , , ,1,2,1, , , ,1,4, ,2,4,2,4, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60455,45,1,3,0,1, ,20091001,175858,2,63, ,2,2, ,1,4,3,4,6,10,1,1,2,1
556,1,1,1,2,2,2,3,1,1,2,5,5,2, ,2,3,1,3,2, ,2,1,9,2,3,9,2,9,9,2,2,2,2,4,5,3,3,1,2,4,2,9,4,3,1, , ,2, , , ,1,2,2, ,2,1,2,2, ,2,1,1,2,1,1,2, ,1,9, , , , , , , , , ,1,2,3, , , ,1,3, ,2,6,1,3, ,1,0,1,0,0,0,0,0,0,4, ,1,3, ,2, , , , , , , , , ,2, ,62703,55,1,5,0,1, ,20091001,180831,3,54, ,2, , ,3,2,1,2,2,2,2,2,1,1
557,1,1,1,2,2,2,4,1,1,1,1,1,1, ,1,1,1,4,1, ,2,1,4,3,9,4,9,3,3,4,4,4,9,5,5,3,3,1,2,3,2,9,3,2, ,1, , ,2, , ,1,3,1, ,1,1,3,2, ,1,1,2,2,1,1,3, ,1,9, , , , , , , , , ,1,2, , ,3, ,1,4, ,1,3,3, ,8,1,1,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60411,43,1,9,0,2, ,20091001,181456,2,66, ,2, , ,3,6,8,3,8,12,1,9,3,1
558,1,1,1,1,3,2,2,1,3,3,3,1,1, ,2,3,1,3,5, ,3,1,1,2,1,9,9,9,9,3,2,4,9,3,4,3,9,1,3,1,1,1,9,1, ,1, , ,2, , ,1,2,2, ,3,2,3,2, ,1,1,1,2,1,2,2, ,1,9, , , , , , , , , ,1,2, , ,2, ,1,2, ,1,5,3, ,8,1,1,0,0,0,0,0,0,0,4, ,1,14, , , , , , ,1, , , , ,2, ,60625,29,1,3,0,2, ,20091001,181520,1,52, ,2, , ,2,6,8,3,8,12,1,1,3,1
559,1,1,1,2,2,2,4,1,1,1,4,2,1, ,1,4,1,3,2, ,2,1,4,3,2,9,9,9,9,1,1,4,9,5,5,5,9,1,2,3,3,3,5,3, ,1, , ,2, , ,1,1,2, ,2,2,2,2, ,2,1,2,2,2,2,2, ,1,2, , ,1, , , , ,7, ,1,1,3, , , ,1,4, ,2,6,8, ,8,1,0,1,0,0,0,0,0,0,1,1, ,16, , , , , , , , , , , ,2, ,60517,54,1,2,0,1, ,20091001,181751,2,35, ,2, ,7,3,6,8,6,88,88,2,1,9,1
560,1,1,1,1,2,2,3,1,1,2,1,2,2, ,1,1,1,3,2, ,2,1,2,3,2,9,9,2,9,2,2,9,9,4,4,3,3,1,2,5,2,3,3,2,1, , ,2, , , ,1,2,2, ,2,1,2,2, ,1,1,1,2,1,1,2, ,1,9, , , , , , , , , ,1,1, , , ,2,1,1, ,2,3,8, ,2,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60431,51,1,4,0,1, ,20091001,182054,3,61, ,2, , ,2,4,3,6,88,88,2,2,9,1
562,1,1,1,3,2,2,5,1,4,1,1,1,1, ,1,2,1,4,4, ,2,1,1,4,1,9,9,9,9,4,2,1,1,1,5,5,3,1,3,2,1,3,3,2, ,1, , ,2, , ,1,2,2, ,2,1,2,2, ,2,1,1,1,2,2,1, ,9, , , , , , , , , , ,1,3,2, , , ,1,1, ,1,1,3, ,3,1,1,0,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60609,69,1,1,0,2, ,20091001,182648,1,34, ,2, , ,2,4,3,3,5,7,3,1,3,1
563,1,1,1,1,2,1,2,1,1,1,1,2,3, ,1,3,1,3,2, ,2,1,2,9,2,9,1,9,9,3,3,9,2,5,5,3,2,1,3,4,1,2,3,2,1, , ,2, , , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,2,2, ,1,2, , ,1, , , , ,8, ,1,2,3, , , ,1,1, ,1,6,3, ,5,1,0,1,0,0,0,0,0,0,2,1, ,16, , , , , , , , , , , ,2, ,60067,56,1,7,0,2, ,20091001,182829,2,53, ,2, ,8,3,2,1,3,3,5,2,4,3,1
566,1,1,1,1,1,2,2,1,2,2,3,3,3, ,2,3,1,3,2, ,2,1,1,3,1,2,2,3,3,1,1,2,3,5,3,5,1,1,2,5,5,3,3,1,1, , ,3, , , ,1,2,1, ,2,1,1,2, ,2,1,2,2,2,2,2, ,1,1,1, , , , , , , , ,1,3,1, , , ,1,2, ,2,2,2,2, ,1,1,0,0,0,0,0,0,0,2,1, ,3, ,5, , , , , , , , , ,1, ,60639,43,2,1,0,1, ,20091001,183041,1,50, ,3,1, ,1,5,3,5,7,11,1,1,2,2
568,1,1,1,2,2,2,2,1,3,4,3,2,2, ,2,2,1,4,2, ,3,1,2,2,1,9,2,9,9,9,2,9,9,5,5,3,2,1,1,3,1,2,4,1, , ,1, , , ,2,1,2,2, ,2,2,1,1, ,1,1,2,2,2,2,1, ,2, , , , , , , , , , ,1,3,3, , , ,1,3, ,1,5,1,3, ,1,0,1,0,0,0,0,0,0,1,2, , , , , , , , , , , , ,7,3, ,60645,66,1,4,0,2, ,20091001,183954,1,66, ,2, , ,3,2,1,2,2,2,3,2,1,1
569,1,1,1,3,2,3,2,1,5,2,3,2,5, ,2,3,1,9,2, ,2,1,2,2,1,9,9,9,9,2,1,2,9,4,5,5,9,1,3,4,2,5,4,4,1, , ,2, , , ,1,2,1, ,2,1,2,2, ,1,1,2,2,1,1,9, ,9, , , , , , , , , , ,1,2, , ,3, ,1,2, ,2,3,8, ,8,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,62707,67,1,5,0,1, ,20091001,184355,3,42, ,2, , ,3,6,8,6,88,88,3,2,9,1
571,1,1,1,2,1,1,3,1,1,1,1,1,1, ,1,1,1,2,2, ,1,1,3,2,1,2,1,2,2,4,2,4,2,3,3,3,2,1,2,3,3,2,3,2,1, , ,3, , , ,1,2,1, ,2,1,1,2, ,2,1,2,2,2,1,2, ,1,2, , ,1, ,9, , , , ,1,3, , ,3, ,1,4, ,2,2,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60550,29,1,3,0,1, ,20091001,184554,3,0, ,3, ,9,3,1,1,1,1,1,1,1,1,1
572,1,1,1,2,2,2,5,1,3,3,3,3,2, ,2,2,1,3,2, ,3,1,2,1,3,9,9,9,9,4,1,9,9,5,5,5,3,1,3,3,1,1,3,3,1, , ,2, , , ,1,1,3, ,3,2,2,1, ,1,1,2,2,2,2,2, ,1,1, ,9, , , , , , , ,1,3,1, , , ,1,2, ,1,4,2,2, ,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60067,28,1,7,0,2, ,20091001,184742,2,67, ,2,9, ,1,5,3,5,7,11,1,4,2,1
574,1,1,1,1,2,1,1,1,3,3,2,2,1, ,3,3,1,3,1, ,3,1,1,1,1,3,2,3,2,4,1,4,2,3,3,3,3,1,1,2,2,3,5,1, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,1,1,1,2,1,1,1, ,1,1, ,1, , , , , , , ,1,1, , ,2, ,1,1, ,1,5,2,2, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60605,47,1,6,0,2, ,20091001,185650,1,60, ,2,1, ,2,5,3,5,7,11,2,3,2,1
575,1,1,1,1,1,1,3,1,1,1,1,2,2, ,1,2,1,4,1, ,2,1,1,1,1,2,2,3,2,3,1,4,1,2,3,2,3,1,2,2,3,3,2,5,1, , ,3, , , ,1,2,1, ,1,2,1,2, ,2,1,2,1,2,1,2, ,1,2, , ,1, ,9, , , , ,1,2,2, , , ,1,2, ,1,6,8, ,3,1,1,0,1,0,0,0,0,0,5, ,1,14, , , , , , ,1, , , , ,2, ,61545,33,1,3,0,2, ,20091001,185825,3,76, ,3, ,9,2,4,3,6,88,88,1,1,9,1
576,1,1,1,1,1,3,1,1,3,2,2,2,2, ,2,3,1,3,2, ,2,1,1,2,1,9,9,2,2,1,1,1,1,5,5,5,2,1,1,1,1,1,2,1,1, , ,2, , , ,1,2,2, ,2,1,2,2, ,2,1,2,3,2,2,1, ,1,1, ,2, , , , , , , ,1,2, , ,3, ,1,1, ,2,5,2,2, ,1,0,1,0,0,0,0,0,0,1,1, ,3, ,5, , , , , , , , , ,1, ,60626,0,2,9,0,1, ,20091001,190157,1,73, ,2,2, ,3,5,3,5,7,11,0,9,2,2
580,1,1,1,1,1,1,3,1,1,1,1,1,4, ,4,1,1,4,1, ,2,1,1,2,9,9,9,9,9,9,2,4,9,3,3,3,3,1,2,2,2,2,3,1, ,1, , ,2, , ,1,2,1, ,2,2,2,1, ,1,1,3,2,2,1,2, ,1,1, ,9, , , , , , , ,1,3, , , ,1,1,1, ,1,2,2,2, ,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60970,60,1,9,0,2, ,20091001,191438,3,49, ,2,9, ,1,5,3,5,7,11,2,9,2,1
581,1,1,1,1,1,3,4,1,5,1,5,5,5, ,1,2,1,3,2, ,2,1,1,9,9,9,9,9,9,9,9,9,9,2,2,2,9,1,1,2,1,2,3,1,1, , ,3, , , ,1,2,1, ,2,2,2,2, ,2,1,1,2,1,1,1, ,1,9, , , , , , , , , ,1,1,1, , , ,1,1, ,2,4,3, ,8,1,1,0,0,0,0,0,0,0,5, ,1,5, , , , , , , , , , , ,3, ,60051,80,1,2,0,1, ,20091001,191523,2,46, ,3, , ,1,6,8,3,8,12,3,1,3,1
583,1,1,1,1,2,1,2,1,2,4,3,3,2, ,4,5,1,4,2, ,1,1,1,2,1,9,2,9,2,3,1,9,1,3,4,3,3,1,3,4,3,4,3,2, ,1, , ,5,"I would prefer that the state look into cutting administrative positions and cost, and look at fair and even tax increases, rather than the answers provided.", ,1,2,2, ,2,2,2,2, ,2,1,1,2,2,2,2, ,1,1,2, , , , , , , , ,1,1,1, , , ,1,1, ,2,5,3, ,3,1,1,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60610,47,1,9,0,1, ,20091001,191720,1,75, ,5,2, ,1,4,3,3,5,7,2,9,3,1
584,1,1,1,2,2,1,1,1,1,1,1,1,3, ,1,3,1,4,1, ,2,1,4,4,1,4,3,2,2,4,4,4,9,5,3,3,3,1,2,5,2,1,4,2, ,1, , ,3, , ,1,2,1, ,1,2,1,2, ,2,1,1,2,2,1,2, ,1,9, , , , , , , , , ,1,2,3, , , ,1,4, ,1,6,3, ,6,1,1,0,0,0,0,0,0,0,5, ,1,5, , , , , , , , , , , ,3, ,60118,37,1,9,0,2, ,20091001,192324,2,69, ,3, , ,3,2,1,3,3,4,1,9,3,1
585,1,1,1,1,1,2,2,1,1,2,1,1,2, ,3,5,1,2,1, ,9,1,1,1,1,9,2,9,9,3,1,4,3,4,3,3,3,1,3,3,2,3,4,2, ,1, , ,1, , ,1,2,3, ,1,2,2,2, ,1,1,1,1,1,1,3, ,1,9, , , , , , , , , ,1,1, , , ,1,1,1, ,2,5,2,4, ,1,0,0,1,0,0,0,0,0,4, ,1,14, , , , , , ,1, , , , ,2, ,61008,52,1,5,0,1, ,20091001,192817,3,62, ,1, , ,1,4,3,4,6,10,2,2,2,1
586,1,1,1,1,2,2,3,1,1,1,1,2,5, ,1,2,1,2,2, ,2,1,1,2,2,9,3,9,9,4,3,4,2,5,5,4,3,1,4,2,2,1,5,3, , ,1, , , ,2,1,2,2, ,1,1,1,1, ,1,1,2,2,2,1,2, ,1,9, , , , , , , , , ,1,1, , ,3, ,1,1, ,2,3,2,2, ,1,0,1,0,0,0,0,0,0,5, ,3, , , , , , , , , , , , ,3, ,60005,55,5,5,0,1, ,20091001,193701,2,54, ,2, , ,3,5,3,5,7,11,2,2,2,3
587,1,1,1,2,2,2,4,1,2,3,3,1,2, ,4,4,1,3,3, ,1,1,4,4,3,3,4,2,3,3,4,4,2,5,5,3,3,1,2,3,3,3,5,2, ,1, , ,2, , ,1,2,1, ,1,2,1,1, ,2,1,2,2,2,1,2, ,1,4, , , , , , , , , ,1,2,2, , , ,1,4, ,1,6,8, ,5,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,61088,52,4,6,0,2, ,20091001,193805,3,53, ,2, , ,2,2,1,6,88,88,2,3,9,3
588,1,1,1,2,2,3,3,1,4,2,3,2,3, ,3,9,1,3,9, ,9,1,4,9,2,9,9,9,9,2,3,2,9,3,3,3,9,1,3,5,2,4,5,2,1, , ,9, , , ,1,2,2, ,2,1,3,2, ,1,1,2,2,2,2,2, ,1,2, , ,1, , , , ,9, ,1,3,3, , , ,1,4, ,2,2,1,3, ,1,0,0,1,0,0,0,0,0,1,1, ,99, , , , , , , , , , , ,1, ,60513,38,1,1,0,1, ,20091001,194003,2,71, ,5, ,9,3,2,1,2,2,2,1,1,1,1
589,1,1,1,2,2,1,3,1,1,1,1,1,1, ,1,5,1,3,5, ,3,1,4,3,9,9,3,9,9,3,4,4,3,5,5,3,9,1,3,5,3,1,3,1, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,1,2,9, ,9, , , , , , , , , , ,1,3,3, , , ,1,9, ,2,3,3, ,5,1,0,1,0,0,0,0,0,0,1,1, ,99, , , , , , , , , , , ,1, ,99999,0,1,2,0,1, ,20091001,194023,2,70, ,2, , ,3,2,1,3,3,5,0,1,3,1
591,1,1,1,1,2,1,1,1,1,5,1,1,5, ,1,1,1,5,5, ,2,1,1,3,3,2,2,3,3,4,4,9,2,4,4,4,3,1,4,3,2,1,2,2,1, , ,2, , , ,1,2,2, ,2,1,2,2, ,2,1,2,2,1,2,2, ,1,9, , , , , , , , , ,1,1, , , ,2,1,1, ,2,6,2,2, ,1,0,0,1,0,0,0,0,0,2,1, ,16, , , , , , , , , , , ,1, ,60422,58,7,8,0,1, ,20091001,194546,2,60, ,2, , ,2,5,3,5,7,11,2,9,2,7
592,1,1,1,2,2,2,3,1,3,1,3,3,9, ,1,3,1,3,2, ,2,1,3,4,9,9,9,2,9,3,3,3,9,5,5,5,3,1,2,3,2,3,3,2,1, , ,2, , , ,1,1,1, ,2,1,1,1, ,1,1,2,2,2,2,1, ,1,9, , , , , , , , , ,1,2, , ,3, ,1,3, ,1,4,1,3, ,1,0,1,0,0,0,0,0,0,2,1, ,3, ,98, , , , , , , , , ,1, ,62428,52,1,5,0,2, ,20091001,195446,3,28, ,2, , ,3,2,1,2,2,2,2,2,1,1
593,1,1,1,2,2,2,1,1,1,2,3,3,3, ,4,2,1,4,2, ,3,1,4,3,2,9,4,2,2,3,4,4,2,4,4,1,1,1,2,2,1,1,3,1,1, , ,2, , , ,1,1,1, ,2,1,2,2, ,2,1,2,2,1,1,1, ,1,2, , ,1, , , ,2, , ,1,3,3, , , ,1,4, ,2,5,1,1, ,1,0,1,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,1, ,61010,63,1,7,0,1, ,20091001,200503,3,46, ,2, ,2,3,1,1,1,1,1,2,4,1,1
594,1,1,1,2,2,1,2,1,2,1,1,1,2, ,1,3,1,3,4, ,2,1,3,4,2,3,2,2,3,4,4,3,9,4,3,2,2,1,2,2,1,1,3,1, , ,1, , , ,2,1,2,2, ,1,1,1,1, ,1,1,2,2,1,1,1, ,1,2, , ,1, ,10, , , , ,1,2, , ,2, ,1,3, ,1,5,1,3, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60564,68,1,7,0,2, ,20091001,200641,2,52, ,2, ,10,2,2,1,2,2,2,3,4,1,1
595,1,1,1,1,2,1,3,1,2,3,2,2,2, ,3,2,1,3,2, ,1,1,1,2,2,2,2,9,1,3,1,3,2,2,2,2,3,1,2,2,2,5,5,1, ,1, , ,3, , ,1,2,2, ,1,2,2,2, ,1,1,1,2,1,2,1, ,1,1, ,1, , , , , , , ,1,1, , ,1, ,1,1, ,1,6,2,2, ,1,0,1,0,0,0,0,0,0,5, ,2, , , , , , , , , , , ,8,3, ,60613,74,1,7,0,2, ,20091001,200841,1,35, ,3,1, ,1,5,3,5,7,11,3,4,2,1
598,1,1,1,1,1,1,2,1,2,1,2,2,1, ,2,1,1,2,3, ,1,1,1,1,1,9,2,9,2,2,3,4,2,3,3,5,3,1,3,3,2,4,3,3, , ,1, , , ,2,1,2,2, ,1,2,2,2, ,1,1,1,2,2,1,9, ,1,1,2, , , , , , , , ,1,2, , , ,2,1,2, ,2,6,3, ,3,1,0,1,0,0,0,0,0,0,2,1, ,5, , , , , , , , , , , ,3, ,60645,50,1,7,0,1, ,20091001,201459,1,27, ,2,2, ,2,4,3,3,5,7,2,4,3,1
599,1,1,1,2,2,1,2,1,1,5,5,1,5, ,1,2,1,4,2, ,2,1,4,9,9,9,9,9,9,9,2,4,9,4,3,2,9,1,3,1,2,4,2,2, , ,1, , , ,3,1,2,1, ,2,1,2,2, ,1,1,1,1,2,2,2, ,1,2, , ,1, , , ,9, , ,1,2, , ,2, ,1,4, ,1,3,1,3, ,1,1,1,0,0,0,0,0,0,1,1, ,24, , , , , , , , , , , ,2, ,61741,38,1,3,0,2, ,20091001,201516,3,71, ,3, ,9,2,2,1,2,2,2,1,1,1,1
600,1,1,1,2,2,2,1,1,3,2,2,3,9, ,1,3,1,3,2, ,2,1,2,2,2,9,1,9,2,2,2,2,9,3,3,2,2,1,1,3,2,2,3,1, ,1, , ,3, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,1,1, ,1,2, , ,1, , , , , ,2,1,1,2, , , ,1,1, ,2,5,3, ,5,1,0,1,0,0,0,0,0,0,4, ,1,19, , , , , , , ,1, , , ,2, ,60048,59,1,7,0,1, ,20091001,202042,2,55, ,3, ,2,2,2,1,3,3,5,2,4,3,1
601,1,1,1,2,2,2,3,1,2,3,3,3,3, ,2,3,1,4,2, ,2,1,2,2,1,9,9,2,2,1,2,4,2,4,4,4,2,1,3,3,1,9,3,1, ,1, , ,3, , ,1,2,3, ,2,2,3,1, ,3,1,2,2,2,1,2, ,1,2, , ,1, , , ,3, , ,1,2, , ,4, ,1,4, ,2,2,1,3, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60950,31,1,3,0,1, ,20091001,202400,3,78, ,3, ,3,4,2,1,2,2,2,1,1,1,1
602,1,1,1,3,2,1,1,1,3,5,3,5,3, ,5,3,1,5,4, ,2,1,4,9,9,9,3,9,9,9,3,4,9,4,4,3,2,1,3,2,2,2,2,2, , ,1, , , ,2,1,2,2, ,2,1,2,2, ,2,1,2,2,2,2,1, ,1,2, , ,1,7, , , , , ,1,3,3, , , ,1,4, ,2,5,8, ,6,1,0,1,0,0,0,0,0,0,1,1, ,18, , , , , , , , , , , ,1, ,60156,73,2,7,0,1, ,20091001,202355,2,35, ,2, ,7,3,2,1,6,88,88,3,4,9,2
603,1,1,1,1,1,1,2,1,2,3,3,3,2, ,9,3,1,2,3, ,2,1,3,9,2,9,9,9,2,9,3,3,9,2,2,2,2,1,2,2,2,9,4,2,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,1,1,1,1,1,1,1, ,2, , , , , , , , , , ,1,2,2, , , ,1,3, ,1,5,3, ,5,1,1,0,0,0,0,0,0,0,2,1, ,24, , , , , , , , , , , ,1, ,60614,61,1,1,0,2, ,20091001,203057,1,48, ,3, , ,2,2,1,3,3,5,2,1,3,1
604,1,1,1,3,1,1,2,1,4,3,3,2,3, ,3,4,1,5,3, ,2,1,2,3,1,9,1,2,1,2,4,4,1,4,5,3,3,1,2,4,5,2,2,3, ,1, , ,3, , ,1,1,1, ,1,2,1,1, ,2,1,1,2,2,1,2, ,1,1,2, , , , , , , , ,1,1,2, , , ,1,3, ,1,3,2,4, ,1,1,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60656,47,1,2,0,2, ,20091001,203253,1,82, ,3,2, ,2,4,3,4,6,10,2,1,2,1
605,1,1,1,3,3,1,2,1,4,2,2,3,1, ,2,3,1,3,2, ,2,1,9,9,1,9,9,9,2,4,4,4,2,2,5,1,9,1,2,2,1,1,2,1, ,1, , ,3, , ,1,1,2, ,2,1,2,1, ,1,1,2,2,2,2,2, ,1,9, , , , , , , , , ,1,3,2, , , ,1,4, ,2,5,9, ,99,1,0,0,1,0,0,0,0,0,1,1, ,99, , , , , , , , , , , ,2, ,60068,0,1,9,0,1, ,20091001,203714,2,0, ,3, , ,2,99,99,9,99,99,0,9,9,1
606,1,1,1,3,2,3,3,1,4,1,3,3,3, ,2,4,1,2,3, ,2,1,4,9,9,9,9,9,9,9,9,9,9,5,4,5,9,1,3,5,3,5,5,3, ,1, , ,2, , ,1,2,2, ,2,2,2,2, ,2,1,2,2,2,1,2, ,1,4, , , , , , , , , ,1,1, , , ,1,1,4, ,1,3,8, ,8,1,0,0,1,0,0,0,0,0,4, ,1,24, , , , , , , , , , , ,3, ,62035,87,6,1,0,2, ,20091001,203915,3,51, ,2, , ,1,6,8,6,88,88,4,1,9,3
607,1,1,1,3,2,2,3,1,3,2,3,4,5, ,2,5,1,4,1, ,3,1,1,2,1,2,1,1,1,2,1,1,1,4,2,3,3,1,1,4,3,5,4,5,1, , ,3, , , ,1,2,2, ,2,2,2,2, ,3,1,2,2,2,1,2, ,1,1, ,2, , , , , , , ,1,4, , ,1, ,1,1, ,2,2,2,2, ,1,1,0,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60647,41,1,3,0,1, ,20091001,204220,1,45, ,3,2, ,1,5,3,5,7,11,1,1,2,1
608,1,1,1,2,2,1,2,1,3,2,2,2,2, ,2,2,1,3,2, ,2,1,2,3,2,9,9,9,9,2,2,9,9,3,3,3,2,1,3,3,2,2,2,3, , ,1, , , ,2,1,2,2, ,2,1,2,2, ,2,1,2,2,2,1,1, ,1,2, , ,1, , , ,9, , ,1,2,2, , , ,1,1, ,2,2,1,3, ,1,1,0,1,0,0,0,0,0,4, ,1,14, , , , , , ,1, , , , ,1, ,60450,23,1,2,0,1, ,20091001,204236,3,68, ,2, ,9,2,2,1,2,2,2,1,1,1,1
609,1,1,1,1,2,1,3,1,2,1,3,2,5, ,2,3,1,3,2, ,2,1,2,2,2,9,1,9,9,2,1,4,1,3,5,2,3,1,3,5,2,3,5,1, , ,1, , , ,2,1,1,1, ,2,2,2,2, ,1,1,2,2,2,1,1, ,1,2, , ,1,9, , , , , ,1,1, , , ,1,1,2, ,2,4,1,3, ,1,0,1,0,0,0,0,0,0,5, ,1,14, , , , , , ,1, , , , ,2, ,61071,54,1,2,0,1, ,20091001,204756,3,55, ,2, ,9,1,2,1,2,2,2,2,1,1,1
610,1,1,1,2,2,2,4,1,2,2,2,1,3, ,1,3,1,3,1, ,2,1,2,2,1,1,4,9,9,9,2,9,3,3,5,1,3,1,2,3,2,1,5,1,1, , ,2, , , ,1,2,2, ,2,1,1,2, ,1,1,2,2,2,1,1, ,1,2, , ,1, , , , ,9, ,1,2, , , ,1,1,1, ,2,5,1,3, ,1,0,1,0,0,0,0,0,0,4, ,1,5, , , , , , , , , , , ,3, ,60714,66,1,6,0,1, ,20091001,204837,2,42, ,2, ,9,1,2,1,2,2,2,3,3,1,1
611,1,1,1,2,2,2,2,1,5,1,3,5,1, ,1,2,1,3,1, ,9,1,4,2,3,2,3,2,3,4,4,4,2,5,5,5,1,1,1,2,2,3,3,3, , ,1, , , ,2,1,2,1, ,2,1,1,2, ,1,1,2,2,2,1,2, ,1,2, , ,1, , ,5, , , ,1,2, , , ,2,1,3, ,1,3,1,1, ,1,1,0,0,0,0,0,0,0,1,1, ,5, , , , , , , , , , , ,3, ,60660,90,3,9,0,2, ,20091001,205056,1,58, ,2, ,5,2,1,1,1,1,1,4,9,1,3
614,1,1,1,1,3,3,4,1,5,3,2,3,2, ,2,2,1,4,2, ,3,1,1,2,1,9,9,2,9,2,1,1,1,3,3,3,3,1,2,2,4,4,5,2, ,1, , ,2, , ,1,2,2, ,1,1,2,2, ,2,1,2,2,2,1,2, ,1,1,9, , , , , , , , ,1,1, , , ,1,1,1, ,2,6,2,2, ,1,0,1,0,0,0,0,0,0,4, ,1,24, , , , , , , , , , , ,2, ,60624,76,2,6,0,1, ,20091002,132620,1,33, ,2,9, ,1,5,3,5,7,11,3,3,2,2
